"id", "title", "author", "category", "grade", "publisher", "edition", "price"
"5309","E-U INFO STRUK : elektronički udžbenik informatike/računalstva za dvogodišnje, trogodišnje i četverogodišnje strukovne škole","Toma Gvozdanović, Zoran Ikica, Igor Kos, Krešimir Kudumija, Mladen Kuzminski, Ljiljana Milijaš, Nenad Milijaš, Gordana Sekulić-Štivčević, Vladimir Štivčević, Ljiljana Zvonarek","udžbenik","1. i 2.","PROMIL","Novo","54.5"
"5310","E-U INFO EKAP : elektronički udžbenik informatike za ekonomiste, komercijaliste, administratore i prodavače","Toma Gvozdanović, Zoran Ikica, Igor Kos, Krešimir Kudumija, Mladen Kuzminski, Ljiljana Milijaš, Nenad Milijaš, Gordana Sekulić-Štivčević, Ljiljana Zvonarek","udžbenik","1. i 2.","PROMIL","Novo","58.5"
"5311","E-U INFO UGO-TURS : elektronički udžbenik informatike za turističke i ugostiteljske škole","Toma Gvozdanović, Zoran Ikica, Igor Kos, Matko Sorić, Krešimir Kudumija, Mladen Kuzminski, Ljiljana Milijaš, Nenad Milijaš, Gordana Sekulić-Štivčević, Ljiljana Zvonarek","udžbenik","1. i 2.","PROMIL","Novo","57"
"5327","INFORMATIKA I RAČUNALSTVO : udžbenik za srednje strukovne škole","Vinkoslav Galešev, Milan Korać, Zlatan Soldo, Gordana Sokol, Bojan Kocijan","udžbenik","1.-3.","SYSPRINT","Novo","115"
"5374","RAČUNALSTVO : udžbenik računalstva s višemedijskim nastavnim materijalima u trogodišnjim strukovnim školama - jednogodišnji program učenja","Darko Grundler, Sanda Šutalo","udžbenik s višemedijskim nastavnim materijalima","","ŠK","Novo","109"
"5375","UVOD U RAČUNALSTVO : udžbenik u trogodišnjim strukovnim školama - jednogodišnji program učenja","Predrag Brođanac, Leo Budin, Zlatka Markučić, Smiljana Perić","udžbenik","","ŠK","Novo","109"
"5420","RAČUNALSTVO : udžbenik računalstva s višemedijskim nastavni materijalima u četverogodišnjim strukovnim školama - dvogodišnji program učenja","Darko Grundler, Sanda Šutalo","udžbenik s višemedijskim nastavnim materijalima","","ŠK","Novo","112"
"5421","UVOD U RAČUNALSTVO : udžbenik računalstva u četverogodišnjim strukovnim školama - dvogodišnji program učenja","Predrag Brođanac, Leo Budin, Zlatka Markučić, Smiljana Perić","udžbenik","","ŠK","Novo","112"
"2173","OD MOLEKULE DO ORGANIZMA : udžbenik iz biologije za strukovne škole","Vesna Ančić, Irella Bogut, Snježana Đumlija","udžbenik","1.","ALFA","","96"
"2731","OD MOLEKULE DO ORGANIZMA : radna bilježnica iz biologije za 1. razred strukovne škole","Vesna Ančić, Irella Bogut, Snježana Đumlija","radna bilježnica","1.","ALFA","","39"
"2728","ČOVJEK I ZDRAVLJE : udžbenik za 1. i 2. razred četverogodišnjih strukovnih škola","Daniela Novoselić, Ljiljana Vidović","udžbenik","1.-2.","ALFA","","94"
"1632","BIOLOGIJA : udžbenik za prvi razred ekonomske škole","Mirjana Mijić, Roberto Škara, Mauro Štifanić","udžbenik","1.","ALKA","","105"
"2088","BIOLOGIJA : udžbenik za 2. razred 3-godišnjih ugostiteljskih škola i 1. razred hotelijersko-turističkih škola","Mirjana Mijić, Roberto Škara","udžbenik","1.-2.","ALKA","","105"
"3990","ČOVJEK I ZDRAVLJE : udžbenik iz biologije s multimedijskim sadržajem za 1. razred srednjih strukovnih škola s jednogodišnjim programom biologije","Anita Bušić, Goran I. V. Klobučar","udžbenik s multimedijskim sadržajem","1.","NEODIDACTA","","139.65"
"3597","ČOVJEK I ZDRAVLJE : radna bilježnica iz biologije za 1. razred srednjih strukovnih škola s jednogodišnjim programom biologije","Anita Bušić, Goran I. V. Klobučar","radna bilježnica","1.","NEODIDACTA","","61.95"
"3991","ČOVJEK, ZDRAVLJE I OKOLIŠ : udžbenik iz biologije s multimedijskim sadržajem za 1. razred srednjih strukovnih škola s jednogodišnjim programom biologije","Anita Bušić, Goran I. V. Klobučar","udžbenik s multimedijskim sadržajem","1.","NEODIDACTA","","82.95"
"3586","ČOVJEK, ZDRAVLJE I OKOLIŠ : radna bilježnica iz biologije za 1. razred srednjih strukovnih škola s jednogodišnjim programom biologije","Anita Bušić, Goran I. V. Klobučar","radna bilježnica","1.","NEODIDACTA","","47.25"
"3987","BIOLOGIJA : udžbenik iz biologije s multimedijskim sadržajem za 1. razred srednjih ekonomskih škola s jednogodišnjim programom biologije","Anita Bušić, Goran I. V. Klobučar","udžbenik s multimedijskim sadržajem","1.","NEODIDACTA","","168"
"3587","BIOLOGIJA : radna bilježnica iz biologije za 1. razred srednjih ekonomskih škola s jednogodišnjim programom biologije","Anita Bušić, Goran I. V. Klobučar","radna bilježnica","1.","NEODIDACTA","","93.45"
"1638","ČOVJEK, ZDRAVLJE I OKOLIŠ : udžbenik biologije za 1. i 2. razred srednjih strukovnih škola","Milivoj Boranić, Jasna Matekalo Draganović, Milivoj Slijepčević","udžbenik","1.-2.","ŠK","","95"
"2095","ČOVJEK I ZDRAVLJE : radna bilježnica iz biologije - MODUL B - za 1. i 2. razred srednjih strukovnih škola","Mišo Rašan, Krešimir Trojko","radna bilježnica","1.-2.","ŠK","","39"
"2094","ČOVJEK I OKOLIŠ : radna bilježnica iz biologije - MODUL C - za 1. i 2. razred srednjih strukovnih škola","Mišo Rašan, Krešimir Trojko","radna bilježnica","1.-2.","ŠK","","39"
"3607","BIOLOGIJA : udžbenik biologije za srednje ekonomske škole","Mišo Rašan, Krešimir Trojko","udžbenik","1.","ŠK","","95"
"3411","BIOLOGIJA : radna bilježnica biologije za srednje ekonomske škole","Mišo Rašan, Krešimir Trojko","radna bilježnica","1.","ŠK","","39"
"1639","ČOVJEK I NASLJEĐIVANJE - MODUL D : udžbenik biologije za 3. razred četverogodišnjih strukovnih škola","Mirjana Pavlica","udžbenik","3.","ŠK","","90"
"4250","BIOLOGIJA 1 : udžbenik iz biologije s multimedijskim sadržajem za 1. razred medicinskih i zdravstvenih škola s dvogodišnjim programom biologije","Anita Bušić, Goran I. V. Klobučar","udžbenik s multimedijskim sadržajem","1.","NEODIDACTA","Novo","168"
"4251","BIOLOGIJA 1 : radna bilježnica iz biologije za 1. razred medicinskih i zdravstvenih škola s dvogodišnjim programom biologije","Anita Bušić, Goran I. V. Klobučar","radna bilježnica","1.","NEODIDACTA","Novo","93.45"
"5057","OD MOLEKULE DO ORGANIZMA : udžbenik biologije za strukovne škole, svezak A","Željko Krstanac, Karlo Horvatin","udžbenik","1.","PROFIL","Novo","86"
"5446","BIOLOGIJA 1 : udžbenik biologije za 1. razred medicinskih i zdravstvenih škola","Gabrijela Marin, Mirko Jamnicki Dojmi","udžbenik","1.","ŠK","Novo","99"
"5447","BIOLOGIJA 1 : radna bilježnica iz biologije za 1. razred medicinskih i zdravstvenih škola","Gabrijela Marin","radna bilježnica","1.","ŠK","Novo","49"
"5058","ČOVJEK I ZDRAVLJE : udžbenik biologije za strukovne škole, svezak B","Željko Krstanac, Gorica Grozdanić, Karlo Horvatin","udžbenik","1.-2.","PROFIL","Novo","79"
"5059","ČOVJEK I OKOLIŠ : udžbenik biologije za strukovne škole, svezak C","Gorica Grozdanić, Karlo Horvatin, Željko Krstanac","udžbenik","1.-2.","PROFIL","Novo","79"
"5060","ČOVJEK I NASLJEĐIVANJE : udžbenik biologije za strukovne škole, svezak D","Karlo Horvatin, Željko Krstanac, Gorica Grozdanić","udžbenik","1.-2.","PROFIL","Novo","79"
"4252","BIOLOGIJA 2 : udžbenik iz biologije s multimedijskim sadržajem za 2. razred medicinskih i zdravstvenih škola s dvogodišnjim programom biologije","Anita Bušić, Goran I. V. Klobučar","udžbenik s multimedijskim sadržajem","2.","NEODIDACTA","Novo","139.65"
"4253","BIOLOGIJA 2 : radna bilježnica iz biologije za 2. razred medicinskih i zdravstvenih škola s dvogodišnjim programom biologije","Anita Bušić, Goran I. V. Klobučar","radna bilježnica","2.","NEODIDACTA","Novo","82.95"
"4943","ČOVJEK I OKOLIŠ : modul C - udžbenik iz biologije s multimedijskim sadržajem za 2. razred strukovnih ili zdravstvenih škola s dvogodišnjim ili trogodišnjim programom biologije","Anita Bušić, Goran Igor Vinko Klobučar","udžbenik s multimedijskim sadržajem","2.","NEODIDACTA","Novo","73.5"
"4944","ČOVJEK I OKOLIŠ : modul C - radna bilježnica iz biologije za 2. razred strukovnih ili zdravstvenih škola s dvogodišnjim ili trogodišnjim programom biologije","Anita Bušić, Goran Igor Vinko Klobučar","radna bilježnica","2.","NEODIDACTA","Novo","73.5"
"5448","BIOLOGIJA 2 : udžbenik biologije za 2. razred medicinskih i zdravstvenih škola","Sanja Mikulić, Mišo Rašan, Dalibor Sumpor","udžbenik","2.","ŠK","Novo","99"
"5449","BIOLOGIJA 2 : radna bilježnica iz biologije za 2. razred medicinskih i zdravstvenih škola","Sanja Mikulić, Mišo Rašan, Dalibor Sumpor","radna bilježnica","2.","ŠK","Novo","49"
"4945","ČOVJEK I NASLJEĐIVANJE : modul D - udžbenik iz biologije s multimedijskim sadržajem za 3. razred zdravstvenih škola s trogodišnjim programom biologije","Anita Bušić, Goran Igor Vinko Klobučar","udžbenik s multimedijskim sadržajem","3.","NEODIDACTA","Novo","139.65"
"4946","ČOVJEK I NASLJEĐIVANJE : modul D - radna bilježnica iz biologije za 3. razred zdravstvenih škola s trogodišnjim programom biologije","Anita Bušić, Goran Igor Vinko Klobučar","radna bilježnica","3.","NEODIDACTA","Novo","139.65"
"5974","EKOLOGIJA : udžbenik biologije u četvrtom razredu gimnazije i srednje strukovne škole","Milan Meštrov, Draganović Zrnka","udžbenik","4.","ŠK","Novo","69"
"5975","EKOLOGIJA : radna bilježnica za biologiju u četvrtom razredu gimnazije i srednje strukovne škole","Mišo Rašan","radna bilježnica","4.","ŠK","Novo","49"
"4002","FIZIKA 1, POJMOVI I KONCEPTI : udžbenik s multimedijskim sadržajem za 1. razred četverogodišnjih strukovnih škola s četverogodišnjim učenjem fizike","Dubravko Horvat, Dario Hrupec","udžbenik s multimedijskim sadržajem","1.","NEODIDACTA","","156.45"
"4036","FIZIKA 1, POJMOVI I KONCEPTI : zbirka zadataka za 1. razred četverogodišnjih strukovnih škola s četverogodišnjim učenjem fizike","Dubravko Horvat, Dario Hrupec, Branko Maković","zbirka zadataka","1.","NEODIDACTA","","72.45"
"2123","FIZIKA 1 : udžbenik fizike za 1. razred strukovnih škola s četverogodišnjim programom učenja fizike","Hrvoje Negovec, Damir Pavlović","udžbenik","1.","PROFIL","","108"
"1646","FIZIKA 1 : udžbenik fizike za 1. i 2. razred četverogodišnjih i 1.-3. razred trogodišnjih strukovnih škola","Petar Kulišić, Mladen Pavlović","udžbenik","1.-2.","ŠK","","104"
"1645","FIZIKA 1 : udžbenik fizike za 1. razred četverogodišnjih strukovnih škola","Vjera Lopac","udžbenik","1.","ŠK","","104"
"3637","U SVEMU JE FIZIKA 1 : udžbenik iz fizike za 1. razred srednjih strukovnih škola sa četverogodišnjim programom fizike","Tatjana Roginić","udžbenik","1.","ŠK","","104"
"4003","FIZIKA 2, POJMOVI I KONCEPTI : udžbenik s multimedijskim sadržajem za 2. razred četverogodišnjih strukovnih škola s četverogodišnjim učenjem fizike","Dubravko Horvat, Dario Hrupec","udžbenik s multimedijskim sadržajem","2.","NEODIDACTA","","156.45"
"4037","FIZIKA 2, POJMOVI I KONCEPTI : zbirka zadataka za 2. razred četverogodišnjih strukovnih škola s četverogodišnjim učenjem fizike","Dubravko Horvat, Dario Hrupec, Branko Maković","zbirka zadataka","2.","NEODIDACTA","","72.45"
"2124","FIZIKA 2 : udžbenik fizike za 2. razred strukovnih škola s četverogodišnjim programom učenja fizike","Hrvoje Negovec, Damir Pavlović","udžbenik","2.","PROFIL","","108"
"1647","FIZIKA 2 : udžbenik fizike za 2. razred četverogodišnjih strukovnih škola","Petar Kulišić","udžbenik","2.","ŠK","","104"
"1648","FIZIKA 2 : udžbenik fizike za 2. i 3. razred strukovnih škola","Petar Kulišić, Mladen Pavlović","udžbenik","2.-3.","ŠK","","104"
"4004","FIZIKA 3, POJMOVI I KONCEPTI : udžbenik s multimedijskim sadržajem za 3. razred četverogodišnjih strukovnih škola s četverogodišnjim učenjem fizike","Dubravko Horvat, Dario Hrupec","udžbenik s multimedijskim sadržajem","3.","NEODIDACTA","","156.45"
"4038","FIZIKA 3, POJMOVI I KONCEPTI : zbirka zadataka za 3. razred četverogodišnjih strukovnih škola s četverogodišnjim učenjem fizike","Dubravko Horvat, Dario Hrupec, Branko Maković","zbirka zadataka","3.","NEODIDACTA","","72.45"
"2990","FIZIKA 3 : udžbenik fizike za treći razred strukovnih škola s četverogodišnjim programom fizike","Damir Pavlović, Marinko Srdelić","udžbenik","3.","PROFIL","","108"
"1649","FIZIKA 3 : udžbenik fizike za 3. razred četverogodišnjih strukovnih škola","Petar Kulišić","udžbenik","3.","ŠK","","104"
"4005","FIZIKA 4, POJMOVI I KONCEPTI : udžbenik s multimedijskim sadržajem za 4. razred četverogodišnjih strukovnih škola s četverogodišnjim učenjem fizike","Dubravko Horvat, Dario Hrupec","udžbenik s multimedijskim sadržajem","4.","NEODIDACTA","","156.45"
"4027","FIZIKA 4, POJMOVI I KONCEPTI : zbirka zadataka za 4. razred četverogodišnjih strukovnih škola s četverogodišnjim učenjem fizike","Dubravko Horvat, Dario Hrupec, Branko Maković","zbirka zadataka","4.","NEODIDACTA","","72.45"
"3647","FIZIKA 4 : udžbenik fizike za četvrti razred četverogodišnje strukovne škole","Damir Pavlović, Marin Srdelić","udžbenik","4.","PROFIL","","107"
"1650","FIZIKA 4 : udžbenik fizike za 4. razred četverogodišnjih strukovnih škola","Petar Kulišić, Vjera Lopac","udžbenik","4.","ŠK","","104"
"2927","KEMIJA : udžbenik s multimedijskim sadržajem za 1. razred srednjih ekonomskih škola","Beata Gabrić, Marko Hrgar","udžbenik s multimedijskim sadržajem","1.","NEODIDACTA","","73.5"
"1652","KEMIJA OKO NAS : udžbenik za strukovne škole s jednogodišnjim programom kemije","Mira Herak, Blanka Sever, Biserka Zdjelarević","udžbenik","1.","PROFIL","","99"
